scientific,common,family,habitat,c_fert,c_court,c_system,c_choice,mate_choice_index,note,mating_mode,n_images,_p_fish,_ratio,colorfulness,hue_entropy,saturation,sat_p90,high_chroma_frac,n_color_clusters,contrast,edge_density,aspect_ratio,body_depth,solidity,silhouette_cplx,extent
Chaetodon semilarvatus,Masked butterflyfish,Chaetodontidae,marine,1,1,1,2,4.17,monogamous pairs,Pelagic pair spawn,25,0.4863695204257965,0.9862049595095653,100.38359345397035,1.4087718407636942,0.8774513150540981,0.996078431372549,0.9429842066252352,4.0,30.412626100192103,0.1002605915697284,1.4122929036041267,0.7830188679245284,0.9551652789549783,1.4550724712516419,0.6994834684650552
Heniochus acuminatus,Pennant bannerfish,Chaetodontidae,marine,1,1,1,2,4.17,pairs,Pelagic pair spawn,25,0.4667131006717682,0.9376610003575803,51.49598721469509,2.706768837552279,0.37181761736360447,0.6588235294117647,0.14895748544236428,5.0,62.87397620458595,0.09963636363636363,1.4566331117241806,0.9852941176470589,0.7211664961262974,2.737287158589039,0.49388781887504424
Forcipiger flavissimus,Longnose butterflyfish,Chaetodontidae,marine,1,1,1,2,4.17,pairs,Pelagic pair spawn,25,0.550571084022522,0.9836077155812478,110.22025374860937,1.2014456065277073,0.9254256860024794,1.0,0.9573625129704745,3.0,30.769086163677386,0.0374370669994406,1.3703997173524929,0.7704280155642024,0.912579233323272,1.8229841328091057,0.6076345431789737
Centropyge loricula,Flame angelfish,Pomacanthidae,marine,1,2,2,2,5.83,"haremic, protogynous",Harem / sex-changer,25,0.5377189517021179,0.975290389574982,109.59720714493082,2.094387143972066,0.7975838058883042,0.9764705882352941,0.8964470155373806,5.0,31.318359087508146,0.08787604614340647,1.673622030023548,0.7474048442906575,0.8906521002372361,1.9454389712298175,0.6110006382874258
Genicanthus melanospilos,Swallowtail angelfish,Pomacanthidae,marine,1,2,2,2,5.83,"haremic, sexually dichromatic",Harem / sex-changer,25,0.5281577706336975,0.9818745271067139,59.63073580140946,2.9790602466724625,0.33713181007119974,0.615686274509804,0.11977212727525358,5.0,40.63867039468336,0.1362405040928096,2.144344789366423,0.5670103092783505,0.8399733979144969,2.594836155723632,0.5281845448129852
Holacanthus ciliaris,Queen angelfish,Pomacanthidae,marine,1,2,2,2,5.83,haremic display,Harem / sex-changer,25,0.5599368214607239,0.9855682938449215,95.77661877543878,3.460128404028101,0.5584323382510481,0.9607843137254902,0.4320477964622562,5.0,37.836990635604316,0.10515873015873016,1.6118251529188905,0.7152466367713004,0.8516448467543514,2.5992561866866852,0.5835880836779955
Pygoplites diacanthus,Regal angelfish,Pomacanthidae,marine,1,2,2,2,5.83,haremic,Harem / sex-changer,25,0.48327669501304626,0.9810700512506924,107.09978033660549,3.6187488163675603,0.6054620428581086,0.9764705882352941,0.5359207057392009,6.0,52.3501350356881,0.1902613726367988,1.8317714073693758,0.6927710843373494,0.9243562491777854,1.9478058715164597,0.6003911570565431
Pomacanthus paru,French angelfish,Pomacanthidae,marine,1,2,1,2,5.0,monogamous pairs,Pelagic pair spawn,25,0.4526054561138153,0.9679080589189533,40.34414835275414,2.761554740193193,0.43724120697695096,0.6941176470588235,0.1792461296836437,3.0,48.34582943458141,0.14359254163305973,1.2311006816211427,0.8650519031141869,0.8698422901727826,2.096861099749661,0.6230528322440088
Holacanthus tricolor,Rock beauty,Pomacanthidae,marine,1,2,2,2,5.83,haremic,Harem / sex-changer,25,0.5202181935310364,0.9843037685829295,95.60268307923467,2.6638200166142685,0.7095576094777297,0.996078431372549,0.7205742922931058,4.0,53.06107925221745,0.041292341242562876,1.66423575052684,0.695364238410596,0.913447782546495,1.7589974772322539,0.6556977911646586
Coris gaimard,Yellowtail coris,Labridae,marine,1,2,2,2,5.83,"haremic, terminal-male display",Harem / sex-changer,25,0.260555624961853,0.9137575673438295,80.99468561775282,3.6848981767471884,0.6480557675542938,0.9725490196078431,0.5537234042553192,4.0,31.48149869873017,0.1210978736238878,2.6283279344194646,0.5180412371134021,0.8985963419821352,2.0892381652236867,0.5570458208611558
Gomphosus varius,Bird wrasse,Labridae,marine,1,2,2,2,5.83,haremic display,Harem / sex-changer,25,0.2975650131702423,0.9575473993975807,34.871930625671574,3.0098017178901735,0.33206413264078305,0.592156862745098,0.09443535188216039,5.0,49.081612526936055,0.11809551915793616,3.4339297563792193,0.42492917847025496,0.8092226022422649,2.925498513106326,0.494496626964914
Macropharyngodon meleagris,Leopard wrasse,Labridae,marine,1,2,2,2,5.83,haremic display,Harem / sex-changer,25,0.1471264362335205,0.851850145660303,55.54481633419862,3.7177631452486257,0.4385475417988987,0.8745098039215686,0.2695708233560508,5.0,42.828406230398976,0.2845934643425484,2.439665254164308,0.5444444444444444,0.8744817085604752,2.1531318180028514,0.5634914077990747
Bodianus rufus,Spanish hogfish,Labridae,marine,1,2,2,2,5.83,haremic,Harem / sex-changer,25,0.4986332356929779,0.9839938400883032,104.05867161136389,2.9386684382091324,0.6726540711470881,0.9607843137254902,0.6362087568856835,5.0,29.014648557510352,0.12023769386378962,3.0815724594591924,0.43448275862068964,0.8626832079925344,2.702038704938311,0.5217789598108747
Pseudocheilinus hexataenia,Sixline wrasse,Labridae,marine,1,1,2,1,4.17,haremic,Harem / sex-changer,25,0.4034256339073181,0.9672561734500607,57.085951796863974,3.9741474909261174,0.4959893573948753,0.796078431372549,0.28559892328398384,5.0,22.026939763578532,0.14823107926556203,2.3906221739134197,0.4651898734177215,0.8794832568417474,2.145715570428178,0.554991418764302
Paracheilinus filamentosus,Filamented flasher wrasse,Labridae,marine,1,3,3,3,8.33,male nuptial flashing,Harem / sex-changer,25,0.2147660255432129,0.9015766610173828,78.55760902370318,3.3328917745276754,0.3978903375047763,0.6705882352941176,0.21666752299234446,5.0,24.284266641027774,0.13433186214668044,3.3317086811840504,0.47988505747126436,0.818112450366686,2.8278157102934918,0.48188717429800154
Cirrhilabrus rubriventralis,Longfin fairy wrasse,Labridae,marine,1,3,3,2,7.5,male nuptial display,Harem / sex-changer,16,0.05009382963180542,0.8325090011323965,65.42847001113287,2.6754947882390017,0.6106174167176414,0.9117647058823529,0.578886062444516,5.0,25.0595843518756,0.13451383843438258,3.424832868505452,0.5347366307476072,0.845630072276438,2.689754827723548,0.37982562553640986
Sparisoma viride,Stoplight parrotfish,Scaridae,marine,1,2,2,2,5.83,"haremic, terminal-male display",Harem / sex-changer,25,0.2913950979709625,0.9372953755871893,51.214014363934496,2.9456879023385305,0.4230256011337472,0.6705882352941176,0.25608404809783725,4.0,26.03762136597061,0.08452454940957116,2.885224860656708,0.4301369863013699,0.8160410445517766,2.5910691033670408,0.529543669836838
Chlorurus sordidus,Bullethead parrotfish,Scaridae,marine,1,2,2,2,5.83,haremic,Harem / sex-changer,25,0.2491348832845688,0.9169244294813926,51.740036001356984,3.2462268927148954,0.3681717022796789,0.6666666666666666,0.1362198679563949,5.0,23.486475771452678,0.03828562997934494,2.7918657705297387,0.5031847133757962,0.8841218609777218,2.2538548352843777,0.5333689839572192
Premnas biaculeatus,Maroon clownfish,Pomacentridae,marine,2,1,1,1,4.17,monogamous,Nest builder / guarder,25,0.4748963415622711,0.9439261835597574,92.35798735128333,1.7715070599610256,0.7519932420470123,0.9607843137254902,0.8477101890791086,4.0,32.854405312703996,0.042894261681419826,1.493704888120288,0.8060344827586207,0.8594086878269184,2.2058687878561662,0.6231574449903867
Amphiprion frenatus,Tomato clownfish,Pomacentridae,marine,2,1,1,1,4.17,monogamous,Nest builder / guarder,25,0.43205511569976807,0.9334292801936275,105.0182494949257,3.08395943072511,0.6551515957752563,0.9254901960784314,0.6512078998412978,4.0,43.75249766869899,0.06864623243933589,1.4649539063377512,0.8584905660377359,0.8595447122392836,1.9563520188659431,0.5655162183544303
Chromis cyanea,Blue chromis,Pomacentridae,marine,2,1,0,2,4.17,"male nest, female choice",Nest builder / guarder,25,0.35359418392181396,0.957634262714469,90.18105136474784,2.0419441773777414,0.732787372601372,0.8980392156862745,0.7769156678082192,5.0,34.991908499262735,0.1464485235434956,3.1777232262486517,0.5364806866952789,0.723763247503539,3.802733424946924,0.40288518738845924
Stegastes partitus,Bicolor damselfish,Pomacentridae,marine,2,2,1,2,5.83,male courtship sound + display,Nest builder / guarder,25,0.5107150077819824,0.9698205570053557,37.0104410451625,3.324113136908152,0.41393719066181944,0.6588235294117647,0.17170513775130306,5.0,46.369595340199226,0.07571838075928126,2.006566733570125,0.5684647302904564,0.8378862026148565,2.549347906786436,0.5619718309859155
Gramma loreto,Royal gramma,Grammatidae,marine,2,2,2,2,6.67,"male nest, haremic",Nest builder / guarder,25,0.4679968059062958,0.9610506398270855,154.21851773216562,2.9928313913031817,0.8344756524365329,0.996078431372549,0.8866689898168584,5.0,37.23831915506576,0.09191712868398015,2.055997153124309,0.6189024390243902,0.7889678703440433,2.866399379940443,0.5105524432858173
Pseudochromis fridmani,Orchid dottyback,Pseudochromidae,marine,2,2,2,2,6.67,"male nest, courts",Nest builder / guarder,14,0.03241535183042288,0.675764610333415,89.47683234478917,1.358740859546144,0.9007635524518581,0.9823529411764707,0.9682956834536425,1.5,13.739378431526465,0.04391283025883123,3.7628399350083086,0.3937872023809524,0.7476168135343733,3.0509562055479376,0.4050869883013475
Pictichromis paccagnellae,Royal dottyback,Pseudochromidae,marine,2,2,2,2,6.67,male nest,Nest builder / guarder,25,0.23692020773887634,0.9209614234029438,158.77140803709983,2.5484033806380118,0.870635527730889,0.9921568627450981,0.9461455899993686,4.0,36.81345057256599,0.03951486697965571,2.7964748809916466,0.49888641425389757,0.8317964981478027,2.6345516740141,0.46109932838458817
Pseudanthias tuka,Purple anthias,Serranidae,marine,1,2,3,2,6.67,"haremic, male display",Harem / sex-changer,25,0.42514491081237793,0.9458349205278679,67.7863541153354,2.658434296521685,0.5504559663127437,0.6941176470588235,0.2949668189261398,4.0,22.643957350780518,0.0534239227605936,2.8381776793938474,0.5323529411764706,0.7504214636676705,3.2799574106271883,0.43232510288065845
Pseudanthias dispar,Peach anthias,Serranidae,marine,1,2,3,2,6.67,"haremic, male display",Harem / sex-changer,25,0.303775817155838,0.9284484015282961,88.8173145293502,3.3283588404136193,0.5813445106050191,0.8823529411764706,0.44605715319225897,5.0,33.04567893727896,0.043645502102779773,2.711179038559266,0.578125,0.7038194761339783,3.240924980188086,0.4668109668109668
Hypoplectrus puella,Barred hamlet,Serranidae,marine,1,2,1,2,5.0,"egg-trading hermaphrodite, colour morphs",Pelagic pair spawn,25,0.4915585517883301,0.954623364921023,53.93277261590741,3.383337265005612,0.3832325782439391,0.6862745098039216,0.18565930888716078,5.0,38.75053296643959,0.11451156918178575,1.8655503951251544,0.6221198156682027,0.826371511068335,2.2087828095316384,0.5235967184801382
Serranus tigrinus,Harlequin bass,Serranidae,marine,1,2,1,2,5.0,egg trader,Pelagic pair spawn,25,0.1342868059873581,0.9385631571068488,31.905991920655378,3.128736070496757,0.3657212732720428,0.5882352941176471,0.08757176356432442,5.0,55.408942523548546,0.24288672789483162,2.8293466717006117,0.46621621621621623,0.8205629397967162,2.656586071524226,0.5127446338383839
Nemateleotris magnifica,Fire goby,Microdesmidae,marine,2,2,1,2,5.83,"pairs, fin display",Nest builder / guarder,25,0.2171086072921753,0.8715573683286383,74.32217240451453,3.289608855669145,0.47559396586438674,0.8901960784313725,0.4345588235294118,6.0,54.72089376607582,0.05810793322117251,2.075908036204685,0.84,0.6077734027689572,3.704875289043386,0.3133561643835616
Nemateleotris decora,Elegant firefish,Microdesmidae,marine,2,2,1,2,5.83,"pairs, display",Nest builder / guarder,25,0.11028872430324554,0.720658869120163,64.81185979984353,3.753525819453048,0.43105197014575564,0.8862745098039215,0.3189835740271194,5.0,56.4950351650151,0.06168268943691407,3.3217597674460357,0.6303191489361702,0.7619367673943435,3.3222215465424623,0.3823583857830433
Cryptocentrus cinctus,Yellow watchman goby,Gobiidae,marine,2,1,1,1,4.17,"pair, male tends",Nest builder / guarder,25,0.11048915982246399,0.8364880309211653,46.26827788145005,1.3946242907008624,0.7307980966852714,0.8431372549019608,0.8507578100835138,3.0,19.158649070889343,0.056218057921635436,1.8673227120095743,0.8767123287671232,0.7773066370377089,2.2921536730960335,0.49220500373412995
Opistognathus aurifrons,Yellowhead jawfish,Opistognathidae,marine,3,1,1,2,5.83,paternal mouthbrooder,Mouthbrooder,25,0.26365023851394653,0.9257257240469208,51.94477189292268,3.0190061087060944,0.2983201361526734,0.4745098039215686,0.04242946370880896,4.0,37.18122426791247,0.08990760483297797,2.347950347317679,1.1688311688311688,0.8475738558089698,2.1756722760008302,0.4628067273228564
Synchiropus ocellatus,Scooter dragonet,Callionymidae,marine,1,2,3,2,6.67,male courtship rise,Harem / sex-changer,12,0.08788957074284554,0.7188102115318654,28.450236922474183,3.5476397708066254,0.2829632768399374,0.46862745098039216,0.04079214432098738,6.0,56.683625667737054,0.26527538714743254,1.8455251464782099,0.7558978358354456,0.7531879266645916,3.3313103148669807,0.415537101086063
Ostracion meleagris,Spotted boxfish,Ostraciidae,marine,1,2,2,2,5.83,"haremic, sexually dichromatic",Harem / sex-changer,25,0.3997098207473755,0.9687720954369602,61.68326343117444,3.5888479486660376,0.5324297965048904,0.9411764705882353,0.3869700325034825,4.0,47.34106648289272,0.24845565909328865,2.3314315205035707,0.5075528700906344,0.7842471413760461,2.5696440987732267,0.5232933346778259
Odonus niger,Redtooth triggerfish,Balistidae,marine,2,1,2,1,5.0,"nest, haremic",Nest builder / guarder,25,0.4176956117153168,0.9430967785619957,64.23786752039558,1.4031599400112085,0.7929319031398039,0.9882352941176471,0.7923272859593492,4.0,21.80698476284532,0.033284841431480944,1.9522058868122258,0.6611295681063123,0.7157060325137713,3.037446025091128,0.48434656549767124
Balistapus undulatus,Orange-lined triggerfish,Balistidae,marine,2,1,2,1,5.0,"nest, haremic",Nest builder / guarder,25,0.21119901537895203,0.9168476800510078,58.80320135020865,3.5040255996850873,0.41775576263348896,0.7450980392156863,0.22339899738755914,5.0,35.30485478781701,0.1920244546338752,2.239965745474128,0.5211267605633803,0.8626826235623252,2.2296473381213184,0.553266616984279
Canthigaster valentini,Valentini puffer,Tetraodontidae,marine,2,2,2,2,6.67,"haremic, male courts",Nest builder / guarder,25,0.32008734345436096,0.9505515119414486,48.34742429331192,3.2923096414860535,0.2973120314302191,0.6392156862745098,0.11778492647058823,6.0,59.584930705827084,0.19359309205266242,2.4165777376076196,0.43962848297213625,0.8630738626088305,2.1733253541691466,0.5315189719966057
Hippocampus erectus,Lined seahorse,Syngnathidae,marine,3,3,1,2,7.5,"male brood, courtship dance",Male brooder,11,0.011202802881598473,0.6260723871722138,26.254927700760025,1.7077033688112955,0.42580154150580485,0.611764705882353,0.122202486678508,4.0,34.627694851673404,0.11902817476521028,1.4966327411624436,0.7925531914893617,0.5327161135961719,4.295268459313237,0.4012034824172072
Hippocampus reidi,Longsnout seahorse,Syngnathidae,marine,3,3,1,2,7.5,"male brood, courtship",Male brooder,10,0.02036431711167097,0.6285866626046892,69.06715960142108,1.6258748590089238,0.6683394837173542,0.9,0.635122047333601,5.0,34.124258180127896,0.147123260842565,2.1425403776793646,1.0399722607489599,0.6327503375665611,3.4393208846946797,0.34279754647970817
Doryrhamphus dactyliophorus,Banded pipefish,Syngnathidae,marine,3,2,1,2,6.67,male brood,Male brooder,20,0.01260020025074482,0.667024022873792,45.132586412242006,3.17911253139764,0.4489194280359273,0.7450980392156863,0.2597173287135356,6.0,54.15459947895666,0.19140179902643245,5.6559257638140386,0.4767652128846176,0.5863196855176898,6.1184918811196365,0.1986459609668936
Astatotilapia burtoni,Burton's mouthbrooder,Cichlidae,freshwater,3,3,3,3,10.0,classic sexual-selection model,Mouthbrooder,16,0.42155103385448456,0.979905404907568,27.8538184491452,2.1776802376935738,0.25476072315715437,0.4607843137254902,0.015516577644271074,6.0,41.062141476097985,0.2062929947291157,3.2322962405729845,0.3708084644601194,0.8852719734732395,2.433265487109303,0.62568464884014
Sciaenochromis fryeri,Electric blue ahli,Cichlidae,freshwater,3,3,3,3,10.0,male display,Mouthbrooder,1,0.31488147377967834,0.9680246810562237,71.06588346095452,2.214210355228049,0.6279483005407742,0.8313725490196079,0.6221949997215881,5.0,38.1881765113901,0.2555543181691631,4.007495254198536,0.34823529411764703,0.8830112029110122,2.695743271675225,0.5632670906200318
Copadichromis borleyi,Redfin hap,Cichlidae,freshwater,3,3,3,3,10.0,lek-like display,Mouthbrooder,11,0.37846964597702026,0.9500828582688353,43.516461208801616,2.5687124581010656,0.3498668814533614,0.5764705882352941,0.05358150028200789,4.0,26.320227035530536,0.11143707304807007,2.9107025654410683,0.4297520661157025,0.825589706933524,2.379340097653105,0.586582609309882
Labidochromis caeruleus,Yellow lab,Cichlidae,freshwater,3,2,3,2,8.33,"male display, mouthbrooder",Mouthbrooder,7,0.3093723654747009,0.9496298738713319,79.4256923646173,1.4492229339899476,0.6839515424003996,0.8156862745098039,0.7983108108108108,5.0,31.423905519636204,0.06554054054054054,2.803162550470266,0.41878172588832485,0.8822342901474011,2.3247951420811934,0.5364150943396226
Melanochromis auratus,Auratus cichlid,Cichlidae,freshwater,3,2,3,2,8.33,strongly dichromatic,Mouthbrooder,25,0.4340003728866577,0.9726696471458126,45.91585113198492,3.151617785807122,0.3757203810980599,0.7490196078431373,0.1754342032303647,6.0,59.84075214300466,0.23020384163073304,3.033090588869888,0.45,0.7998906332966136,3.002733847630807,0.4787036417191056
Labeotropheus fuelleborni,Fuelleborni mbuna,Cichlidae,freshwater,3,2,3,2,8.33,male display,Mouthbrooder,25,0.343150794506073,0.9581474333681324,37.524572651078074,2.1888367809429723,0.3145698414743162,0.5529411764705883,0.030667951188182403,4.0,28.066658538225763,0.11022379966479345,2.643338327221745,0.5300261096605744,0.8499785289246059,2.514440600767456,0.5369796986721144
Nimbochromis venustus,Venustus,Cichlidae,freshwater,3,2,2,2,7.5,mouthbrooder,Mouthbrooder,15,0.3244439661502838,0.9606500615020853,45.56825666947569,2.4986002519257493,0.37373503033862127,0.6039215686274509,0.100765201173857,5.0,46.65281515639951,0.24619883040935672,2.1673558421182006,0.5210970464135021,0.8484866864802572,2.3420304775165337,0.5480990783410138
Julidochromis marlieri,Marlier's julie,Cichlidae,freshwater,2,1,1,1,4.17,monogamous,Nest builder / guarder,1,0.014910319820046425,0.6830453264718882,12.26074159404202,2.6960045408264826,0.398762876672764,0.5725490196078431,0.07610474631751228,2.0,16.572754104160584,0.25572831423895254,3.970647153024955,0.45614035087719296,0.8351628576570092,2.676691563736423,0.39144736842105265
Neolamprologus pulcher,Daffodil cichlid,Cichlidae,freshwater,2,1,1,1,4.17,monogamous cooperative,Nest builder / guarder,14,0.3368227332830429,0.949285387483991,22.983109277018507,2.673682584064017,0.22052429031096904,0.32941176470588235,0.0021527098600521133,3.0,20.281479343539367,0.0844929554811951,2.9018819935256883,0.7039102564102564,0.7922314649076072,3.0826327594171214,0.3785497957272682
Amphilophus citrinellus,Midas cichlid,Cichlidae,freshwater,2,2,1,2,5.83,monogamous,Nest builder / guarder,25,0.42285507917404175,0.9703599043504256,58.04448802416205,2.074552580345352,0.3797621724163508,0.5882352941176471,0.08004809991664504,5.0,33.23942662550838,0.12396694214876033,1.972978110632234,0.5721040189125296,0.8392729142643438,2.3370473648856853,0.6124087926208067
Thorichthys meeki,Firemouth cichlid,Cichlidae,freshwater,2,2,1,2,5.83,monogamous display,Nest builder / guarder,25,0.39144352078437805,0.9557117483013726,34.96284304283758,2.7296986934425482,0.2992443457072489,0.5764705882352941,0.09009229946047176,5.0,34.36739791752591,0.25917420965800153,1.8963834849583714,0.539906103286385,0.8086114437444681,2.9112321574988016,0.5625591856060606
Pelvicachromis pulcher,Kribensis,Cichlidae,freshwater,2,2,2,2,6.67,"cave, mutual (female colourful)",Nest builder / guarder,1,0.7144259214401245,0.9950920268595226,36.065340684839676,1.210587111241612,0.4915668502622946,0.6784313725490196,0.23208030910338354,6.0,29.831814354817464,0.21305022929982306,2.57657193222322,0.39589442815249265,0.9107776944236059,2.07612628938896,0.593385467579016
Hemichromis bimaculatus,Jewel cichlid,Cichlidae,freshwater,2,2,1,2,5.83,monogamous,Nest builder / guarder,25,0.4336235523223877,0.9721609617706192,42.228683270598225,2.1497304640210264,0.3796878812792588,0.6039215686274509,0.10286184041514669,5.0,34.69649346864259,0.19424730049422623,2.836461584343585,0.38481675392670156,0.8605397406441061,2.6351546822607634,0.6159337738285107
Andinoacara pulcher,Blue acara,Cichlidae,freshwater,2,2,1,2,5.83,monogamous,Nest builder / guarder,25,0.21142572164535522,0.9377779264034344,29.918110528731543,3.0551646525961726,0.25038798673048385,0.4392156862745098,0.022976586803471047,5.0,45.89194563547203,0.2981651376146789,2.0419815504596563,0.5882352941176471,0.8769974631946402,2.1681666215556095,0.5970940361021535
Geophagus altifrons,Eartheater cichlid,Cichlidae,freshwater,3,1,1,1,5.0,mouthbrooder,Mouthbrooder,25,0.18780185282230377,0.9316513196829055,20.38329908644603,2.3249167147227965,0.13527025208633237,0.24313725490196078,0.0008903398130286393,4.0,34.935704277517715,0.15601503759398497,2.2081444117226092,0.6820512820512821,0.7934797768479777,3.1029338764919023,0.4457844574780059
Nothobranchius furzeri,Turquoise killifish,Nothobranchiidae,freshwater,2,2,2,3,7.5,male display,Nest builder / guarder,7,0.4898749589920044,0.9718197345556832,18.245876457581495,2.445743370520152,0.14232187159451878,0.2,0.0,3.0,22.241584582954857,0.1616323375117345,2.706963704702412,0.42857142857142855,0.9049627674615892,2.028344956869169,0.6296296296296297
Aphyosemion australe,Lyretail killifish,Nothobranchiidae,freshwater,2,2,2,3,7.5,male display,Nest builder / guarder,8,0.3410052955150604,0.9517370107441048,55.03279737981074,2.215825882007289,0.6246721196357446,0.8980392156862745,0.6157769177879011,5.0,31.97595153207306,0.1795301972057911,4.141437381148606,0.4778595811619172,0.6843854048763027,4.827589749251851,0.336231691942989
Xiphophorus variatus,Variable platyfish,Poeciliidae,freshwater,3,1,2,2,6.67,"livebearer, female choice",Livebearer (internal),25,0.45849844813346863,0.9778779150210489,63.45987553783723,2.0078893436273453,0.6145492404014218,0.8745098039215686,0.5746115173674589,5.0,33.09074619231607,0.14008470487321073,3.2028470898127677,0.42,0.8198919590783058,2.467607427177582,0.55426272292301
Poecilia sphenops,Common molly,Poeciliidae,freshwater,3,1,2,2,6.67,livebearer,Livebearer (internal),25,0.30459102988243103,0.9673441653037195,30.10084185321114,2.3958853569657057,0.28671865900221305,0.5098039215686274,0.04145179189242117,5.0,45.3221060368472,0.2272020256827636,3.1909308513893495,0.44621513944223107,0.801997616480336,2.6851176369017025,0.5258892841262783
Gambusia affinis,Western mosquitofish,Poeciliidae,freshwater,3,1,1,1,5.0,"TRAP: internal fert but drab, coercive",Livebearer (internal),25,0.45531541109085083,0.9804404862626914,25.572451753616292,1.8696316097913568,0.23464706457146287,0.43529411764705883,0.02399597973114452,5.0,39.07255031522536,0.18704918032786885,3.926246541350671,0.33585858585858586,0.7742572373272437,3.3282866245531673,0.44277269788491735
Glossolepis incisus,Red rainbowfish,Melanotaeniidae,freshwater,1,2,2,2,5.83,male red display,Harem / sex-changer,3,0.017472852021455765,0.601080925480506,25.628218320685736,1.963474569148068,0.2575379106538105,0.32941176470588235,0.0,3.0,17.44948958780028,0.07315964859133596,6.766797277823801,0.514792899408284,0.7574180114523685,3.93199411278307,0.20088078011953445
Trichopodus leerii,Pearl gourami,Osphronemidae,freshwater,2,2,2,2,6.67,"bubble nest, display",Nest builder / guarder,25,0.29751184582710266,0.9429829608622418,41.05615824811148,2.2790930202981503,0.3182765695729491,0.5607843137254902,0.07452146441181937,5.0,45.687565446848225,0.30458176170401596,2.345499178594303,0.4735376044568245,0.9025267557469444,2.1915246353795275,0.6074588660037878
Trichogaster chuna,Honey gourami,Osphronemidae,freshwater,2,2,2,2,6.67,"bubble nest, display",Nest builder / guarder,6,0.1824021264910698,0.8957068566265785,28.089623190427496,3.0022735010660853,0.41200854351290817,0.6274509803921569,0.12191430095677878,4.0,29.577544541361405,0.13951310102620965,2.2186308093062435,0.4893899204244032,0.9160901621326576,1.8644243601897719,0.6133745046558623
Sphaerichthys osphromenoides,Chocolate gourami,Osphronemidae,freshwater,3,1,1,1,5.0,mouthbrooder,Mouthbrooder,25,0.23664206266403198,0.9423459601430653,27.883759898490297,2.5495083489164863,0.36718893480257114,0.5529411764705883,0.04933121741101791,5.0,39.68367421636001,0.257724911129341,2.17706728106734,0.5301204819277109,0.9134952706603313,1.829931842286232,0.6091242744964152
Betta imbellis,Peaceful betta,Osphronemidae,freshwater,2,2,2,2,6.67,"nest, display",Nest builder / guarder,25,0.12789508700370789,0.9065567907623013,30.670451551182783,3.3043962701600047,0.48196167515691496,0.7568627450980392,0.2947449901092285,4.0,43.06210558541609,0.2530833744449926,3.0636685560004957,0.4368932038834951,0.8160251137019071,2.8541504488933467,0.5235816993464052
Hyphessobrycon pulchripinnis,Lemon tetra,Characidae,freshwater,1,1,0,1,2.5,egg scatterer,Pelagic pair spawn,2,0.39809565246105194,0.9741342657172569,51.03672411920766,1.2494113080954072,0.626266088319419,0.9372549019607843,0.56433487817189,5.0,31.362077186145896,0.2065739763532633,3.20066508423948,0.33933393339333934,0.7096635637614754,3.3911052949219362,0.5360317384595241
Pethia conchonius,Rosy barb,Cyprinidae,freshwater,1,1,0,1,2.5,"egg scatterer, males redden",Pelagic pair spawn,25,0.36150211095809937,0.9754659159810078,32.00258965226356,2.069600319944031,0.3365761574288639,0.6,0.09975601077619071,5.0,43.64780521476815,0.24115854596940503,2.5748417119267986,0.4576271186440678,0.7205031516294201,2.8920740518985015,0.47261027855389043
Corydoras aeneus,Bronze cory,Callichthyidae,freshwater,1,1,0,1,2.5,T-position spawner,Pelagic pair spawn,25,0.4414580464363098,0.9704836232909247,45.22680409044332,3.071691147094145,0.3887741371206864,0.6823529411764706,0.1716046576242075,6.0,43.603113387570765,0.24140750836327593,2.4692185277874503,0.4372623574144487,0.7707281368997434,2.64684518567795,0.5121150005255966
Ancistrus cirrhosus,Bristlenose pleco,Loricariidae,freshwater,2,2,2,2,6.67,"cave, male bristles ornament",Nest builder / guarder,21,0.0881643295288086,0.887260577331216,25.762473243558844,2.1385021552864756,0.34943246880213635,0.5647058823529412,0.07514622361617361,5.0,36.46913769184466,0.23056709332881242,1.877078426176787,0.7568238213399504,0.6020904836193448,4.676634488694853,0.35407330055548303
