scientific,common,family,habitat,c_fert,c_court,c_system,c_choice,mate_choice_index,note,n_images,colorfulness,hue_entropy,saturation,sat_p90,high_chroma_frac,n_color_clusters,contrast,edge_density,aspect_ratio,body_depth,solidity,silhouette_cplx,extent,strike_colour,shape_elaboration,distinct_colour,distinct_shape,distinct_overall
Coris gaimard,Yellowtail coris,Labridae,marine,1,2,2,2,5.83,"haremic, terminal-male display",25,78.03320018110401,3.856745410683309,0.5622124285514072,0.9607843137254902,0.4418031261630071,5.0,37.56220681853806,0.1266747301823595,2.697977097004396,0.5191082802547771,0.906695074222459,2.210826367986296,0.5756499095202365,1.1152976843950844,-1.7626646133216581,1.1170431762667277,0.6205195000165593,2.6178683572888297
Gomphosus varius,Bird wrasse,Labridae,marine,1,2,2,2,5.83,haremic display,25,38.99600469324574,2.8651348416241897,0.2964211717658245,0.5294117647058824,0.0643948581130244,5.0,57.707363376971934,0.1395833333333333,2.388681352276984,0.5509138381201044,0.7913894205936863,2.940622784957228,0.4999435028248588,-0.31584161323570303,0.2973538642989962,0.467907623006362,0.6608140635727412,2.110237289006197
Macropharyngodon meleagris,Leopard wrasse,Labridae,marine,1,2,2,2,5.83,haremic display,25,50.17175253223971,3.585299551412321,0.4015441796267457,0.6862745098039216,0.1573379603716556,5.0,39.08157867092713,0.2882164055658266,2.576922032229615,0.5175718849840255,0.8627924167318898,2.2015318542481355,0.5652601156069365,0.2590608868575233,-1.19491099128842,0.5320689999433168,0.49753405218228347,2.0323126335410344
Bodianus rufus,Spanish hogfish,Labridae,marine,1,2,2,2,5.83,haremic,25,62.56015481919361,2.845475776340821,0.4520823474610224,0.7803921568627451,0.3285115383162745,5.0,29.11855187870345,0.1092987088140619,2.9782105003901145,0.5672131147540984,0.8482676483326115,2.8901654427183017,0.5981276634327681,0.39454058660994734,-0.43866662398790196,0.5972504417676547,0.7439389558011846,1.9914028318987094
Nemateleotris decora,Elegant firefish,Microdesmidae,marine,2,2,1,2,5.83,"pairs, display",25,59.0964466977119,3.6289616153872952,0.3578825532672628,0.8627450980392157,0.2687151384675604,5.0,59.03095682163192,0.0944518419884598,2.5803985282506323,0.75,0.705756376143812,3.572873496039487,0.3492750365291671,0.5142727952315876,2.3577290640701767,1.1209393667990732,1.4832425422013278,2.8464814830739416
Nemateleotris magnifica,Fire goby,Microdesmidae,marine,2,2,1,2,5.83,"pairs, fin display",25,68.46778266311998,3.256571234385136,0.4122092868875157,0.8196078431372549,0.3006604766918733,6.0,50.92071951129275,0.0887226308225547,1.920821750639543,0.8888888888888888,0.6777430429564295,3.631121441126347,0.3345744254944351,0.7342545327264848,3.137999518237665,1.2422059774367962,1.614856156035288,2.9493662104228835
Stegastes partitus,Bicolor damselfish,Pomacentridae,marine,2,2,1,2,5.83,male courtship sound + display,25,38.8978430070412,2.7919832676076326,0.4078614199999599,0.6392156862745098,0.1264337715393076,6.0,45.772518675630735,0.0729618025464969,1.8857562389737816,0.660958904109589,0.8096677436912992,2.808459589514765,0.5594639612356148,0.13288643947328196,0.2713717503521066,0.7000843613015337,0.6094191747875934,2.045267775931618
Ostracion meleagris,Spotted boxfish,Ostraciidae,marine,1,2,2,2,5.83,"haremic, sexually dichromatic",25,38.07635643407241,3.446081272261293,0.4789530411765214,0.7764705882352941,0.2471712465531995,4.0,42.260971643312274,0.2410254537486761,2.276129511573453,0.54296875,0.832344124097137,2.362992368042909,0.576007141417341,0.14364392831940032,-0.6245749456658196,1.3633580873777411,0.5121437951748165,2.2211023250677533
Glossolepis incisus,Red rainbowfish,Melanotaeniidae,freshwater,1,2,2,2,5.83,male red display,3,28.358750195723353,2.604408683880111,0.2487696026777412,0.3411764705882353,0.0,3.0,16.835354420807338,0.1076320939334637,4.954723839807736,0.360759493670886,0.7556564690885914,4.017466832474991,0.339662447257384,-1.1458916551046343,0.9278982008584008,1.3190123343510403,2.298514686245415,4.239427169069029
Chlorurus sordidus,Bullethead parrotfish,Scaridae,marine,1,2,2,2,5.83,haremic,25,34.862357437223146,3.0361092258254,0.2835679789757504,0.4784313725490196,0.0167458488169716,5.0,26.048215102962477,0.0664335664335664,2.776790250332742,0.6153846153846154,0.8637554400642244,2.278857948229733,0.5303914835164835,-0.38778696952606934,-0.894962929054856,0.4831349307954665,0.6357054138371819,1.9775818528654383
Sparisoma viride,Stoplight parrotfish,Scaridae,marine,1,2,2,2,5.83,"haremic, terminal-male display",25,54.51767150305476,3.0231357243333026,0.4095141398823133,0.6588235294117647,0.1411599049546774,5.0,32.4595652116269,0.1985916292804815,2.266766959624491,0.5435897435897435,0.8491481020419539,2.4317553442920867,0.5649336201142179,0.11166671989783121,-0.8009847577211573,0.5274573172602467,0.38788574587878477,1.4922327860890072
Opistognathus aurifrons,Yellowhead jawfish,Opistognathidae,marine,3,1,1,2,5.83,paternal mouthbrooder,25,50.70355987535934,2.8784241117806135,0.3130442333442863,0.5803921568627451,0.0834892759464517,4.0,37.1154711795816,0.0960023174971031,2.412141198871564,1.4155844155844155,0.885245093204458,2.205377064554735,0.4727464788732394,-0.3756866264639001,0.9378465585136577,0.979242890078449,2.8556101503115996,4.084944604749738
Hemichromis bimaculatus,Jewel cichlid,Cichlidae,freshwater,2,2,1,2,5.83,monogamous,25,38.35090735491422,2.150506980539937,0.3717939034876916,0.5764705882352941,0.0827120724037429,5.0,35.62221943804779,0.2127494971375522,2.8313990749814395,0.4,0.8934806774341202,2.513248914596037,0.661,-0.37960014349831495,-1.7212369230776348,0.44256174848187657,0.6969162125384496,1.6905974502379533
Amphilophus citrinellus,Midas cichlid,Cichlidae,freshwater,2,2,1,2,5.83,monogamous,25,57.840423345918595,2.053787706736637,0.3243551123153086,0.596078431372549,0.0964543774155604,5.0,32.60741136311041,0.1177081478843985,1.5839480000505142,0.7294117647058823,0.8303241518307021,2.933523217793541,0.5941129379152129,-0.29737255149454184,0.26274053710586354,0.7438868404318215,0.5224620974183266,1.904966871283306
Andinoacara pulcher,Blue acara,Cichlidae,freshwater,2,2,1,2,5.83,monogamous,25,28.435382167693938,2.716970000095942,0.2209833199315477,0.3843137254901961,0.0135637009526885,5.0,42.43196597057704,0.2720475038486914,1.77171156488085,1.2621951219512195,0.8780609543976404,2.2225438705057816,0.6583392984967789,-0.6647019461288656,0.6287765490913974,0.41202264972662384,2.0292599375403486,2.9923398538660764
Holacanthus tricolor,Rock beauty,Pomacanthidae,marine,1,2,2,2,5.83,haremic,25,89.53608823590747,2.7417833578230955,0.6716265120933473,0.984313725490196,0.6176388345170851,4.0,51.868278566173586,0.0651072612421039,1.6984679878980966,0.7,0.9183601880217956,1.909707044965064,0.6604914347724983,0.9309850695327241,-1.6159932577373857,1.5691642935813375,0.49870870248304316,2.496297353625663
Holacanthus ciliaris,Queen angelfish,Pomacanthidae,marine,1,2,2,2,5.83,haremic display,25,96.02348763054424,3.501107760404211,0.54097325140823,0.9058823529411764,0.3972408579797788,5.0,37.2903179587375,0.1408653017447762,1.378252257437657,0.746031746031746,0.8642408889400657,2.4488158340991046,0.6304624622736419,1.041238721023354,-0.44205647272531934,0.9944229141208816,0.6806996567859952,2.201261632236665
Genicanthus melanospilos,Swallowtail angelfish,Pomacanthidae,marine,1,2,2,2,5.83,"haremic, sexually dichromatic",25,38.926007519403655,3.1592461436983412,0.2780081201551189,0.5803921568627451,0.0856437002470491,6.0,39.92374305221145,0.1635843981170141,2.3311034103187445,0.5836431226765799,0.8446692577351014,2.870932468201249,0.564097209792574,0.01816493268177995,-0.3589702574728592,0.6035501255616765,0.4624867582347247,1.7569543946609376
Centropyge loricula,Flame angelfish,Pomacanthidae,marine,1,2,2,2,5.83,"haremic, protogynous",25,101.22611691302716,2.188529593330656,0.7671393338344782,0.984313725490196,0.8335150712672327,5.0,30.43688603021844,0.0901182547233926,1.8357173509393645,0.6987951807228916,0.9024099175320164,1.9604040067926547,0.6244043488318297,1.3226132183232526,-1.377624823288111,1.4667417275196513,0.49300319161192335,2.3836187935954234
Ecsenius bicolor,Bicolor blenny,Blenniidae,marine,2,1,2,2,5.83,"male nest, female choice",25,42.38632126993499,3.4438025884260584,0.3811575395013106,0.615686274509804,0.1220958843792898,5.0,42.19018100095709,0.1383116323187031,1.6242325028640336,0.7207792207792207,0.8309320013052537,2.694895678980841,0.585464358831193,0.06282244870550137,0.08206602209277339,0.6903133449119568,0.41103258174741386,1.718490777739019
Pterapogon kauderni,Banggai cardinalfish,Apogonidae,marine,3,1,1,2,5.83,"paternal mouthbrooder, pair",25,38.012056649612354,3.638438415185979,0.3835304417558406,0.7254901960784313,0.2207601444396842,6.0,53.49461209713197,0.2394114555964266,1.683565403171906,0.8225806451612904,0.5857797261353561,6.089015347205873,0.3512676886792453,0.46639891877977524,5.707430526016685,1.1493577636974603,2.685584874716596,3.907172756351025
Ostracion cubicus,Yellow boxfish,Ostraciidae,marine,1,2,2,2,5.83,"haremic, male display",25,59.049153906033666,2.7824975657601816,0.4652486562438083,0.7647058823529411,0.2559098915361082,5.0,38.58740953085685,0.1379393009541161,1.689852460138476,0.7137809187279152,0.8796237581906574,1.9592258476283733,0.6450169138693729,0.30510078211058417,-1.0380348163057995,0.5549821256141579,0.5642015487299098,1.9107927435060283
Pygoplites diacanthus,Regal angelfish,Pomacanthidae,marine,1,2,2,2,5.83,haremic,25,103.36926640227908,3.5208748469169717,0.6064455363574786,0.9647058823529412,0.5561862422101377,5.0,47.33490507537462,0.1976368544497057,1.841069701046058,0.6940298507462687,0.9372216451571592,1.8876052959003449,0.6802248677248677,1.3219607208209398,-1.8941545191686942,1.1389969624357317,0.6164017894777635,2.406254492454141
Pomacanthus imperator,Emperor angelfish,Pomacanthidae,marine,1,2,2,2,5.83,haremic male display at dusk,25,70.16395369474981,2.9926696058040068,0.5674739747535275,0.9215686274509804,0.4342701172664779,5.0,54.30037682674684,0.2030637089138374,1.5751358156042254,0.6716981132075471,0.9476664958055684,1.767403939459326,0.6889287612971824,0.7982784887471427,-2.167158532393666,0.774844957394449,0.6158790852390293,2.2126837074492096
Centropyge bicolor,Bicolor angelfish,Pomacanthidae,marine,1,2,2,2,5.83,"haremic, protogynous",25,132.29894143680062,2.364183037589772,0.7989103909623031,0.9803921568627452,0.8889964504678929,5.0,63.30000000770339,0.0748252595854712,1.8273167807518664,0.5960264900662252,0.9091219881980468,2.105894536550483,0.6351772894002571,1.6446882049712563,-1.6524975685827212,1.7272438930549328,0.5088766133358014,3.3692514556577984
Symphysodon aequifasciatus,Discus,Cichlidae,freshwater,2,2,1,2,5.83,"monogamous biparental, mutual choice",3,28.463749286921868,2.748596764770107,0.2164746709172346,0.403921568627451,0.0103642660330139,5.0,39.45649144374463,0.2077854906764666,1.0841673029105598,0.9367088607594936,0.9623061040817408,1.5355210231551777,0.7291957603752641,-0.6458299378290585,-1.7890625853670425,0.4308309559267137,1.3198134245830158,2.860710796047536
Cyphotilapia frontosa,Frontosa cichlid,Cichlidae,freshwater,3,1,2,1,5.83,polygynous mouthbrooder,21,37.91182140974641,2.659482846753826,0.3462130398639425,0.5843137254901961,0.0884573137956016,5.0,40.839332539898585,0.2095003785011355,2.19276751878575,0.6761363636363636,0.8838572189664358,2.542184651691111,0.6210691823899371,-0.2625000371123595,-0.8305601514455554,0.5134188578294854,0.8024613202647016,1.4753220317886853
Scarus quoyi,Quoy's parrotfish,Scaridae,marine,1,2,2,2,5.83,"harem, terminal-male display",25,51.51342755296445,3.379642560181731,0.4165451322619,0.7098039215686275,0.1707137601177336,5.0,27.254904432600306,0.0676654003297254,2.550244883129684,0.5668789808917197,0.8424216630313348,2.5870502329697076,0.5204574742268041,0.25820952143215486,-0.5523603678464277,0.49420379033090284,0.543671028059246,1.8069376788816556
Doryrhamphus dactyliophorus,Banded pipefish,Syngnathidae,marine,3,2,1,2,6.67,male brood,25,53.17032305742028,3.3153465576017993,0.4556335141651597,0.7450980392156863,0.2716497597437266,5.0,51.412323713207265,0.2291273139403097,3.843693618954315,0.608433734939759,0.6959809405427801,4.649529064439946,0.3469818181818181,0.39144825300687686,2.7778281724363976,0.6608339601039487,1.6828141734107416,3.111487307654556
Apistogramma cacatuoides,Cockatoo dwarf cichlid,Cichlidae,freshwater,2,2,2,2,6.67,"harem, male display",2,42.73270143655472,1.3589474457722996,0.592235663490018,0.7470588235294118,0.4804509010276203,5.0,36.83195310908981,0.2029565283917345,3.2778053604504636,0.5830147888206543,0.8707493580105734,2.863819576423512,0.4784734930986615,0.08349734712118988,-0.7083112802864133,1.5530508278518276,0.9089999170509326,2.9089352405448445
Pelvicachromis pulcher,Kribensis,Cichlidae,freshwater,2,2,2,2,6.67,"cave, mutual (female colourful)",1,33.47615741808348,1.188841769053896,0.4828817577009929,0.6627450980392157,0.2094590564799904,5.0,29.57118419920745,0.2004532713067334,3.0982389581910916,0.3345454545454545,0.9416678545972916,2.146895029962792,0.6527470355731225,-0.39333930239424025,-2.761452039687721,1.393631396288265,0.8764597007623449,2.5531044169009833
Thalassoma bifasciatum,Bluehead wrasse,Labridae,marine,1,2,3,2,6.67,"terminal males defend, females choose",25,50.5572426728515,3.063639855719771,0.3922417761845425,0.5843137254901961,0.0801801801801801,5.0,39.87028001913992,0.1349400465310505,3.2841335113493235,0.6,0.8406009768063252,2.5391105580923132,0.51848005845929,-0.02796491486266717,-0.4689369725758301,0.5908790844255065,0.7604120604100308,1.9826299287490845
Xiphophorus variatus,Variable platyfish,Poeciliidae,freshwater,3,1,2,2,6.67,"livebearer, female choice",25,51.28950300374245,2.163211862944274,0.4120574624137636,0.7137254901960784,0.1849063765182186,5.0,38.79078878365485,0.1593799682034976,2.6876031564412624,0.5235457063711911,0.8211116752496312,2.542430887161516,0.5835814746146787,-0.05938253588092315,-0.4169229172132829,0.5275224365489335,0.6113575377532194,1.6508605187452683
Poecilia sphenops,Common molly,Poeciliidae,freshwater,3,1,2,2,6.67,livebearer,25,30.353669443561596,2.3464359253849074,0.269291751018434,0.4470588235294118,0.0239249316430524,4.0,34.13477282848632,0.1571818619840462,2.359388154350137,0.5527777777777778,0.8536125453410953,2.6446779120988286,0.5650083612040134,-0.8554941953382144,-0.7016454128566376,0.7091484468306799,0.38097443395004177,1.63098503089867
Canthigaster valentini,Valentini puffer,Tetraodontidae,marine,2,2,2,2,6.67,"haremic, male courts",25,38.615219467810626,3.5904923496978123,0.2742680650405328,0.5686274509803921,0.0831434378271848,6.0,54.4286356430314,0.2094653204260782,1.930497304725318,0.5741444866920152,0.8682409395125648,2.1460469333632517,0.5515448341852793,0.1153161205090314,-1.1485167515064665,0.8929767329234191,0.5615223267437093,2.1583572910080595
Trichopodus leerii,Pearl gourami,Osphronemidae,freshwater,2,2,2,2,6.67,"bubble nest, display",25,37.804009380862354,2.1058884787079495,0.3155969225260301,0.5294117647058824,0.0418384423854034,5.0,42.44439924370911,0.1876372872048325,2.292937362835631,0.5486725663716814,0.9073734083506072,2.2389287058825027,0.6430217831813576,-0.521779325095879,-1.6741394479782679,0.4889504497473056,0.559328500638672,1.3729937754148929
Trichogaster chuna,Honey gourami,Osphronemidae,freshwater,2,2,2,2,6.67,"bubble nest, display",7,29.008900412734107,3.1196777352327714,0.4600784931173808,0.6470588235294118,0.1628423390081421,4.0,28.68185707446989,0.1357207342762564,1.8280375321105984,0.7804878048780488,0.9047071842015664,2.0303389088001067,0.5971906166596432,-0.19330354832726845,-1.1434057722965205,1.2063852098854864,0.5528644351076986,2.150785248321871
Betta imbellis,Peaceful betta,Osphronemidae,freshwater,2,2,2,2,6.67,"nest, display",25,37.97488042268024,2.3666561032001963,0.4150120530265166,0.6470588235294118,0.132705023941628,5.0,39.07270158242488,0.2344417271964083,1.8597496985971629,0.6775147928994083,0.8332181809208903,2.769475757255068,0.5874359615144321,-0.18462416932652106,-0.018209158927779218,0.5441562353848359,0.49814780295715816,1.565864946029528
Pseudanthias squamipinnis,Sea goldie (anthias),Serranidae,marine,1,2,3,2,6.67,"haremic, protogynous, male courts",25,65.8925653640809,2.9733753129569886,0.4825743974392306,0.6823529411764706,0.2894051237516283,5.0,34.56178309272835,0.1197529130984135,1.7239667517607358,0.7491289198606271,0.7783702992951249,3.713862282874112,0.5783783783783784,0.37075106486788295,1.488083699453607,0.6286142836011637,0.8848005748596351,2.170371361647711
Trichogaster lalius,Dwarf gourami,Osphronemidae,freshwater,2,2,2,2,6.67,"bubble nest, courts",25,33.50330913876806,2.6342401818406085,0.3491097462960435,0.5764705882352941,0.0752049497293116,6.0,38.905552891992826,0.2477082404241613,2.247788432339147,0.5793650793650794,0.930809126659954,2.2779568541246715,0.6519453906748989,-0.09525487607837113,-1.875195805843579,0.8690378155106618,0.6282095283596231,1.949567157760038
Ancistrus cirrhosus,Bristlenose pleco,Loricariidae,freshwater,2,2,2,2,6.67,"cave, male bristles ornament",25,24.93337736032858,2.1888007425141236,0.3379464676001498,0.5529411764705883,0.0552683063163778,5.0,37.00614958686281,0.2593001402106142,1.762422230235423,1.039426523297491,0.6401907095517144,4.237001961773245,0.4135884420148379,-0.5333259952968366,4.418024193079501,0.5577795244838423,1.470273751565726,2.5818333499425004
Pseudanthias dispar,Peach anthias,Serranidae,marine,1,2,3,2,6.67,"haremic, male display",25,73.68717993068024,3.590305672940698,0.5004932469908964,0.7411764705882353,0.3249536268671287,5.0,31.667866705363497,0.0626495044993735,2.8639516571779415,0.5947955390334573,0.7294877742838978,3.545454396348267,0.4313608288503686,0.6812822524239771,1.6090275329196593,1.0675386364577304,0.9926299173080393,2.2508293887810926
Macropodus opercularis,Paradise fish,Osphronemidae,freshwater,2,2,2,2,6.67,"bubble nest, display",25,37.281496276958606,2.6626594386675637,0.3927857598764523,0.6235294117647059,0.121177631079748,5.0,28.169528851479388,0.133574937308921,2.753204625586275,0.6402640264026402,0.8781959714308643,2.4547621931724906,0.571516603902773,-0.16154214926235205,-0.907682804801242,0.5304332129294956,0.6854345468767258,1.7317934834804565
Gramma loreto,Royal gramma,Grammatidae,marine,2,2,2,2,6.67,"male nest, haremic",25,142.453801044175,2.934510692552502,0.7913572021810567,0.976470588235294,0.8447135772299288,4.0,41.83940097319411,0.1118059792556436,1.919317892266469,0.6526717557251909,0.8226260057225306,2.87888497472037,0.5078660506688408,1.6074433058563946,0.1225451215721344,2.030953005589107,0.5549571098819117,3.156136828977421
Pseudochromis fridmani,Orchid dottyback,Pseudochromidae,marine,2,2,2,2,6.67,"male nest, courts",25,51.18881752051551,2.0831275871113677,0.6035152781720553,0.7294117647058823,0.5874245358241258,4.0,29.201246444523196,0.0807764558547276,2.0613879036537193,0.71875,0.7977953840854288,2.764293076845029,0.5005488119834711,0.1855922641705975,0.5560696484667077,1.5042165882638883,0.6227642907820744,2.4403730787783173
Pictichromis paccagnellae,Royal dottyback,Pseudochromidae,marine,2,2,2,2,6.67,male nest,25,137.87598019707536,2.379333622919667,0.7456895031979859,0.9686274509803922,0.849469701668424,4.0,43.63329008586183,0.0588731695209729,3.207049116712944,0.5708955223880597,0.8225204039286208,2.537203114305235,0.4954499343597088,1.3778873906683733,-0.31082617622142744,1.7080827044345526,0.7455521074775672,3.167492822900614
Pseudanthias tuka,Purple anthias,Serranidae,marine,1,2,3,2,6.67,"haremic, male display",25,64.22479475169017,3.0988005794650957,0.4940367899737214,0.6941176470588235,0.2215235617230413,5.0,31.12681105778776,0.0972462930868476,2.679529441667343,0.5909090909090909,0.7697683928770587,3.2139723373044484,0.4608241670652001,0.3692413861606881,0.860996582272086,0.5981727454133748,0.8038047564669792,1.7978001053877364
Synchiropus ocellatus,Scooter dragonet,Callionymidae,marine,1,2,3,2,6.67,male courtship rise,25,28.32801579319047,3.0295276912921687,0.2740355207039914,0.4745098039215686,0.0366353490131786,6.0,49.106978042220184,0.281384088493485,1.889592984903376,0.6208333333333333,0.7943889438575213,3.1869480298600723,0.5308561546479674,-0.21685234943544018,0.6009313863545805,0.8204779160777852,0.6256365773482656,2.046776150558641
Xiphophorus maculatus,Southern platyfish,Poeciliidae,freshwater,3,1,2,2,6.67,"livebearer, female choice",25,35.13492457420769,1.722364504139284,0.3317982456140351,0.4901960784313725,0.0620711562897077,5.0,34.87116194646973,0.139950961612137,2.598065111952273,0.4778761061946903,0.8830452553306741,2.3779722772530567,0.587928899249654,-0.6456980612093767,-1.4582177560033198,0.33667035196530715,0.4504788847810738,1.4989518196882985
Hippocampus kuda,Common seahorse,Syngnathidae,marine,3,3,1,2,7.5,"SEX-ROLE REVERSED: male brood, courtship dance",25,27.18014531596985,2.4020188968881016,0.3131952589831344,0.6039215686274509,0.1013950812598878,5.0,36.687054954795,0.2502832326283988,1.896917283058701,0.868,0.7440805647949726,3.0527499109046645,0.489612577203818,-0.4114251428820785,1.8466255287661535,0.6195276509671107,0.8938975915792013,2.1147481196776727
Cirrhilabrus rubriventralis,Longfin fairy wrasse,Labridae,marine,1,3,3,2,7.5,male nuptial display,17,62.023856785054015,3.0106222485931786,0.58140681883152,0.8588235294117647,0.4310556824170033,5.0,24.96935096142216,0.1304951732759219,3.814117724167958,0.5094339622641509,0.8809776833156217,2.4201896526755378,0.4371865676379102,0.7061019549574032,-1.3193389953637173,0.8048236553188713,1.3821221643702237,2.8105366265039917
Cirrhilabrus solorensis,Solor fairy wrasse,Labridae,marine,1,3,3,2,7.5,male nuptial flashing,25,66.10790404652457,3.8989206320521896,0.4610209709889749,0.7803921568627451,0.2724835264712565,6.0,27.268051684666247,0.1309133169264424,3.2728864652708936,0.4819277108433735,0.8921151899898795,2.2247849199591005,0.5412149173394848,0.8870157110371059,-1.6625053919845447,1.2881811198195396,0.9860399752967084,2.4624257217072882
Aphyosemion australe,Lyretail killifish,Nothobranchiidae,freshwater,2,2,2,3,7.5,male display,14,46.270943858852846,2.1745757565976165,0.4224480274013727,0.6058823529411764,0.1037778919107163,5.0,33.368386587168914,0.2197893460387215,3.9557060355104303,0.561970613656007,0.7441101690154832,3.9408533754899184,0.3661590461123103,-0.2279309832588514,1.5754186653911213,0.5856239880722149,1.4724072976230147,2.835210614578555
Nothobranchius furzeri,Turquoise killifish,Nothobranchiidae,freshwater,2,2,2,3,7.5,male display,7,18.101174407708577,2.3801129288865717,0.1385655435883273,0.196078431372549,0.0,2.0,20.958456923290353,0.1115131578947368,3.1498970480179667,0.4354066985645933,0.9086809870406533,2.184081890808816,0.6464225752292393,-1.7309176980839667,-2.0316406328582497,1.9939157799212164,0.675221752824215,3.709666367116024
Hippocampus reidi,Longsnout seahorse,Syngnathidae,marine,3,3,1,2,7.5,"male brood, courtship",25,43.38406546601962,1.9601641803608816,0.4415403209340136,0.7490196078431373,0.2514067654097406,5.0,41.4452924761292,0.1940120373054168,1.536269137291915,1.1022222222222222,0.7010863093269116,3.816627800079311,0.487066052710157,-0.06045214012427724,3.5232093982191177,0.7807253771607625,1.438526552716711,2.5970832147554703
Nimbochromis venustus,Venustus,Cichlidae,freshwater,3,2,2,2,7.5,mouthbrooder,16,53.53765889313886,2.6787843210435267,0.3830896406920399,0.6137254901960785,0.1182387179430135,5.5,46.35742414423795,0.2473101736615741,2.6395750855768005,0.4534471218206158,0.8571865708685978,2.3672404331593135,0.5666627922246186,0.03938347996587005,-1.1906469100361996,0.8705282368225842,0.5235569347879773,1.8261489298749418
Hippocampus erectus,Lined seahorse,Syngnathidae,marine,3,3,1,2,7.5,"male brood, courtship dance",25,36.6830086972967,2.3236068725933996,0.3621676364798482,0.5725490196078431,0.0730841192867234,5.0,40.21563581819984,0.2492347648641127,1.6114696200528662,0.8658536585365854,0.6789381629429023,4.4341212937663945,0.4778246390198843,-0.36447238873825677,3.5626437547700256,0.4941182999459956,1.4157585839286997,2.1711432667794375
Tropheus moorii,Blunthead cichlid,Cichlidae,freshwater,3,2,2,2,7.5,"mouthbrooder, male display",25,23.60014702560503,2.6161481929725117,0.2474356290558928,0.4392156862745098,0.0134868421052631,4.0,29.789917305915335,0.131607868996593,2.5290939647730677,0.5904761904761905,0.8888310335850039,2.1287311520698,0.5288783482142857,-0.8652874163457723,-1.3861856800647478,0.8974851351299046,0.6286364298166761,1.6979469504181561
Poecilia latipinna,Sailfin molly,Poeciliidae,freshwater,3,2,3,2,8.33,"livebearer, male sail display",25,33.34292867536679,1.8602075841656132,0.3170597743709065,0.5058823529411764,0.0541256366723259,5.0,34.586474225925215,0.2849360836722835,2.0858440586996925,0.565359477124183,0.8492634964728243,2.4753339392815716,0.5259167043911273,-0.6278855851844212,-0.7164207160509706,0.33193944975222517,0.5284602923959841,2.153057167723166
Labeotropheus fuelleborni,Fuelleborni mbuna,Cichlidae,freshwater,3,2,3,2,8.33,male display,25,37.01630602110214,2.2555341186403286,0.2966180423782416,0.4274509803921568,0.0078089113458888,4.0,26.63517735497095,0.120183431600262,2.6475219193546056,0.4933333333333333,0.8717260431054703,2.4257295329369173,0.5855362089434112,-0.834796153171971,-1.2376207074682246,0.8046522337439598,0.43222791450052495,1.5872663806129785
Melanochromis auratus,Auratus cichlid,Cichlidae,freshwater,3,2,3,2,8.33,strongly dichromatic,25,45.2404790011648,2.976384199177831,0.3690081064434111,0.6901960784313725,0.1582570236092942,6.0,53.341381565558784,0.2249516153044514,3.009709964384924,0.4960835509138381,0.8137515916194004,3.20546175036988,0.5399560117302052,0.25033447579371265,0.020735617414002705,0.7326636131432332,0.7354525513353075,1.643381222134569
Labidochromis caeruleus,Yellow lab,Cichlidae,freshwater,3,2,3,2,8.33,"male display, mouthbrooder",5,91.83784874854018,1.4780296966629285,0.6735809209848563,0.9098039215686274,0.6644389729159339,5.0,31.881861132697185,0.0910996760053363,2.9070357549111026,0.4134615384615384,0.908055498032719,2.4517843497859495,0.5957880434782609,0.7944539843933188,-1.9151358624594872,1.4375298167051296,0.7226902690110889,2.46946495821141
Maylandia zebra,Zebra mbuna,Cichlidae,freshwater,3,2,3,2,8.33,"male territory display, mouthbrooder",17,46.83452074375396,2.918521590735849,0.325374712162445,0.5098039215686274,0.0507451879563144,6.0,46.71461957920948,0.1945269215464201,2.867066394458765,0.5302197802197802,0.8707467962881131,2.8875129696267994,0.5404535204209471,-0.029103199598057294,-0.8360635163872846,0.7190611035523863,0.5924674310252386,1.6088611051611472
Paracheilinus filamentosus,Filamented flasher wrasse,Labridae,marine,1,3,3,3,8.33,male nuptial flashing,25,68.4090986487449,2.9973579577282976,0.3286935805446608,0.5764705882352941,0.058026288905537,5.0,24.943370902034513,0.1127921535893155,2.883999686191528,0.5201465201465202,0.8155523944997629,2.811953652274832,0.4864123334204338,-0.013378678318628087,-0.1842559570698277,0.8213742243548822,0.7310469582737924,1.9451737004604233
Gasterosteus aculeatus,Three-spined stickleback,Gasterosteidae,temperate-fw,2,3,2,3,8.33,"essay ex; red belly, nest, dance",25,32.796471235989856,1.7636002729067857,0.3667821586891621,0.5019607843137255,0.0677212450320702,5.0,43.80054095853225,0.139894350620625,2.7277042070394035,0.5582010582010583,0.8459957821878549,2.644302114764279,0.569920440636475,-0.6001892595231751,-0.5870006000653022,0.3919602725162399,0.4899940879016417,1.6035645716743852
Synchiropus picturatus,Psychedelic mandarin,Callionymidae,marine,1,3,3,3,8.33,elaborate courtship rise,25,49.81221897070373,3.632881571567289,0.4418951190914285,0.7019607843137254,0.1836945304437564,5.0,35.50837132178608,0.2073204708504562,2.110327360995705,0.7015503875968992,0.8014516129032258,2.68061817564032,0.5156433978132885,0.34247595976165357,0.409123375830973,0.563772164945507,0.5532464251420772,1.8872901353724216
Betta splendens,Siamese fighting fish,Osphronemidae,freshwater,2,3,3,2,8.33,bubble nest + flaring display,25,49.30683584013599,3.048065894188143,0.5501591804254575,0.8901960784313725,0.4324784868365,4.0,42.9833293917236,0.2102838121934127,1.8539164799740784,0.6579804560260586,0.7298151061141339,3.729613217994341,0.5173943732983766,0.4104897712193245,1.8906667702833824,1.5119940202303777,0.8505865087513851,2.65539523287014
